PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 901 902 903 904 905 906 907 908 909 910
 1.18692E+00 9.67543E-02 1.14259E+00 9.32131E-02 5.72006E+02 1.58975E+00 1.29721E-01 1.66947E+02 1.18694E+00 9.67553E-02 8.16678E-02
 1.29342E+00 1.31175E-01 1.23616E+00 1.29376E-01 6.19006E+02 1.71639E+00 1.81235E-01 1.81695E+02 1.29344E+00 1.31176E-01 1.17905E-01
 1.47729E+00 1.88003E-01 1.40058E+00 1.87865E-01 6.67817E+02 1.94019E+00 2.64111E-01 1.97179E+02 1.47731E+00 1.88006E-01 1.73774E-01
 1.74458E+00 2.69213E-01 1.64163E+00 2.70001E-01 7.18691E+02 2.26913E+00 3.79958E-01 2.13493E+02 1.74462E+00 2.69221E-01 2.62124E-01
 2.11106E+00 3.78174E-01 1.97344E+00 3.77647E-01 7.71798E+02 2.72249E+00 5.30820E-01 2.30706E+02 2.11114E+00 3.78189E-01 4.05660E-01
 2.60463E+00 5.22331E-01 2.42054E+00 5.15893E-01 8.27425E+02 3.33348E+00 7.22961E-01 2.48937E+02 2.60477E+00 5.22361E-01 6.45807E-01
 3.25182E+00 7.08195E-01 3.00706E+00 6.88136E-01 8.85706E+02 4.13509E+00 9.59970E-01 2.68242E+02 3.25210E+00 7.08258E-01 1.06035E+00
 3.86705E+00 8.81331E-01 3.56505E+00 8.44029E-01 9.32559E+02 4.89790E+00 1.17261E+00 2.83887E+02 3.86751E+00 8.81441E-01 1.59194E+00
 4.06775E+00 9.40459E-01 3.75813E+00 8.97750E-01 9.46785E+02 5.16650E+00 1.24609E+00 2.88682E+02 4.06830E+00 9.40590E-01 1.80031E+00
 5.21464E+00 1.24524E+00 4.85197E+00 1.17145E+00 1.01630E+03 6.68437E+00 1.61910E+00 3.12219E+02 5.21589E+00 1.24554E+00 3.31929E+00
